id,name,gender,age,birthday,address
39e722e3-89f8-a209-a034-2f6960cd4c86,Chocolate Cake,Cake,6000
08b336b4-affe-2ff6-a368-a4effb8c8004,Carrot Cake,Cake,6000
cc55f36b-df33-d0c5-419a-59b243cb3e33,Grape Juice,Juice,3000
8ddbbbaa-ebd0-4f6d-ce06-bbdd11315bdd,Red Velvet Cake,Cake,6500
7e151496-35f3-fb6c-cbda-07b8e96e834e,Vanilla Cake,Cake,5000
0fcaaec1-65d0-26e1-5e2c-db1969f78ba0,Strawberry Cake,Cake,5500
4a703c88-a945-9550-15b5-16a60277884c,Red Velvet Cake,Cake,6500
4aa1a5e9-7c0b-03fb-5da7-630ca3caa3a6,Carrot Cake,Cake,6000
766cc3eb-04f2-d8fa-8b1e-bc4231375f05,Strawberry Cake,Cake,5500
d1c19e8b-5f53-ca75-e8bf-49ff714403c9,Vanilla Cake,Cake,5000
25166eb1-8c8e-2a50-c914-37fcb3137e69,Mocha Coffee,Coffee,5000
95627710-ede3-9929-5569-119b1a86c06e,Pineapple Juice,Juice,3500
13242c94-a1b3-a9c1-2c68-f873e85995f7,Espresso Coffee,Coffee,2500
e923ba02-1cdc-61ea-e41f-109f9bee1885,Red Velvet Cake,Cake,6500
d4f0d35a-beb0-8463-3478-9af23fbf9135,Carrot Cake,Cake,6000
7f35a8dd-3ce3-fdf9-4306-d2c004f4b065,Mocha Coffee,Coffee,5000
f8ae6d64-9cc1-9f21-4fea-b4bb8868e043,Mocha Coffee,Coffee,5000
7538ec62-d85f-4dce-fd52-c6e1f511202f,Strawberry Cake,Cake,5500
15a264c0-24e3-fc32-8e38-bca53a89bfa4,Cappuccino Coffee,Coffee,4500
72c2a790-e74a-f767-5585-e34df5981e04,Chocolate Cake,Cake,6000
69c32ce0-8be0-bd7b-18fb-d1e7a7747d4c,Orange Juice,Juice,2000
8a574123-3d80-60ed-a812-6fff5bd21665,Pineapple Juice,Juice,3500
d4aec75f-3197-a2d6-9b89-7bf60708ad6d,Strawberry Cake,Cake,5500
e0b008d5-ca9c-3412-ec88-02292b7a218b,Cappuccino Coffee,Coffee,4500
ab30b8ff-e737-8755-e9c1-c4b651d696c1,Chocolate Cake,Cake,6000
8120cdb6-966a-e8c0-e293-aaeb6ac540d5,Chocolate Cake,Cake,6000
23fe0623-7ff2-e95a-9fac-7abd211d7bed,Cappuccino Coffee,Coffee,4500
5d6bb147-30ff-5356-5ef8-48c54bb47603,Orange Juice,Juice,2000
5bfa26d4-9075-62f4-5d6d-b61171d322e2,Chocolate Cake,Cake,6000
0e5c0e78-2bb7-5ed0-fea3-be383b362391,Strawberry Cake,Cake,5500
e4d454f9-ea0a-4902-4969-09451b3562ea,Carrot Cake,Cake,6000
b2d4a8c1-39b4-b0d3-5aef-a5fd28562376,Chocolate Cake,Cake,6000
384d3792-5da0-e3a0-61dd-a667cc1ec7f6,Red Velvet Cake,Cake,6500
d5d0c33d-f430-7a9f-0496-fc15d6727014,Latte Coffee,Coffee,4000
997b80a7-5a59-d43b-a23e-73362fae79a9,Cappuccino Coffee,Coffee,4500
c53af8d0-a246-258a-d066-2d668f21c6e1,Apple Juice,Juice,2500
25085099-c3c6-d039-6266-9ef93dd518f0,Vanilla Cake,Cake,5000
94148174-1e86-71bc-3736-a6bf30e0ebc5,Carrot Cake,Cake,6000
fbf2f4cf-9333-50dc-b4a0-78e8521a91e1,Americano Coffee,Coffee,3000
e161db91-59d0-1be5-dc58-27ddf67607a1,Grape Juice,Juice,3000
265eb7e6-02df-3755-3e4a-040c151d959d,Cappuccino Coffee,Coffee,4500
b079197d-2c67-bf0f-e40d-a3acc4079c9f,Americano Coffee,Coffee,3000
bf31e774-5913-c4c4-1331-ea16a67acac5,Vanilla Cake,Cake,5000
c345fd67-07f1-4ab0-43eb-72fd4b3c588f,Americano Coffee,Coffee,3000
65972d64-57bf-f8d2-608b-be277a5776bb,Watermelon Juice,Juice,4000
5560be7b-acb3-ecb9-2c3b-3face8ef2cfd,Mocha Coffee,Coffee,5000
2914473f-0383-9f9c-64f3-1f269965dffd,Pineapple Juice,Juice,3500
d1949b78-1fc1-fae1-5a86-6078f0a082a3,Carrot Cake,Cake,6000
29bcde53-380b-4793-1fd9-4fe491dc111e,Orange Juice,Juice,2000
059367e9-f5ad-120f-e2f2-950fc55ec890,Mocha Coffee,Coffee,5000
8c44a530-90a6-e395-dddd-e73e5bac2b48,Cappuccino Coffee,Coffee,4500
cf99f856-1685-47db-b1c7-b47f47dd8372,Americano Coffee,Coffee,3000
11726947-6595-9b94-9b23-ed349d9247eb,Espresso Coffee,Coffee,2500
7a6f165e-8f54-2371-8c6a-68184e1d6d76,Carrot Cake,Cake,6000
286b1afe-c7dc-4d4d-ed68-4762af9ab9a9,Chocolate Cake,Cake,6000
ff9a9417-7cff-b837-7589-8e530239bf6c,Apple Juice,Juice,2500
